id,LastName,FirstName,DaysSinceLastActivity,Active,EMPLID,status,Course,Year,Note,Change,Bottom,Tutor,PlanCode,Programme,FeeStatus,PartTime,PrevInterrupted,Tier4,Withdrawn,Resits,Repeating,Interrupted,RemoteStudy,Placement
754,Peter,Wells,51,1609,22293718,Left,U6UPHYSC - BSc Hons Physics,1,,,,Thompson,U6UPHYSC ,BSc Hons Physics,,,,,Withdrawn,,,,,
755,Pauline,White,55,584,22748099,Dormant,U6UPHYPL - BSc Jt Hons Physics and Philosophy,1,,,10,Thomson,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,Interrupted,,
756,Michelle,Whittington,57,1785,22054472,Left,U7PMLSCI - MSc Machine Learning in Science,1,,,,Turner,U7PMLSCI ,MSc Machine Learning in Science,,,,,Withdrawn,,,,,
757,Jessica,Williams,60,0,22076377,Dormant,U6UPHYSC - BSc Hons Physics,2,,,5,White,U6UPHYSC ,BSc Hons Physics,,,,,,,,Interrupted,,
758,Daniel,Wilson,61,292,22027996,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,5,Whiteley,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
759,Paul,Woodcock,73,1196,22659165,Left,U6UPHYYI - BSc Hons Physics with a Year in Industry,1,,,,Wright,U6UPHYYI ,BSc Hons Physics with a Year in Industry,,,,,Withdrawn,,,,,
760,William,Woodhouse,80,976,22598263,Dormant,U7UPHYAS - MSci Hons Physics with Astronomy,1,,,,Yu,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,Interrupted,,
761,Cathleen,Wright,84,0,22192203,Left,U6UMTHPY - BSc Hons Mathematical Physics,2,,,5,Thompson,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,Withdrawn,,,,,
762,Mark,Wright,88,461,22029068,Left,U7UPHYSC - MSci Hons Physics,1,,,10,Thomson,U7UPHYSC ,MSci Hons Physics,,,,,Withdrawn,,,,,
763,Alistair,Young,103,28,22191889,Left,U6UPHYAS - BSc Hons Physics with Astronomy,1,,,5,Turner,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,Withdrawn,,,,,
764,Paul,Young,104,0,22641394,Left,U7UPHYTP - MSci Hons Physics with Theoretical Physics,1,,,5,White,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,Withdrawn,,,,,
